AR_Ref,AR_Design,FA_CodeFamille,AR_PrixAch,AR_PrixVen
3050073000,OUTILLAGE POUR PMRC,PRPDI2,0.000000,0.000000
3050074000,OUTILLAGE POUR PMRB,PRPDI2,0.000000,0.000000
3050185010,ASSERVISSEMENT PNEUMATIQUE - OBSOLETE,PRPDI2,7128.000000,12960.000000
3050186010,SERVO-MOTEUR PNEUMATIQUE STI,AUC,0.000000,0.000000
3050254000,OUTILLAGE MONTAGE MANCHON DN40,PRVAM,295.900000,538.000000
3050254020,OUTILLAGE MONTAGE MANCHON DN50/65,PRVAM,295.900000,538.000000
3050254030,OUTILLAGE MONTAGE MANCHON DN80,PRVAM,295.900000,538.000000
3050254040,OUTILLAGE MONTAGE MANCHON DN100,PRVAM,484.000000,880.000000
3050254050,OUTILLAGE MONTAGE MANCHON DN125,PRVAM,484.000000,880.000000
3050254060,OUTILLAGE MONTAGE MANCHON VANNE DN150,PRVAM,484.000000,880.000000
3050254070,OUTIL MONTAGE MANCHON VANNE DN200,PRVAM,484.000000,880.000000
3050254080,OUTILLAGE MONTAGE MANCHON DN250,PRVAM,1322.750000,2405.000000
3050290068,DOSEUR COMPLET 2P et 3P,PRPDI1,0.000000,0.000000
3050292058,ENS. DOSEUR PVC MROY B,PRPDI1,0.000000,0.000000
3050305120,ENS VIS DOSAGE 03 CN,PRD,0.000000,0.000000
3050305130,ENS VIS DOSAGE 04 CN SANS BRAS RACLEUR DP 30-31-32,PRD,0.000000,0.000000
3050305140,ENS VIS DOSAGE 05 CN,PRD,0.000000,0.000000
3050305150,ENS. VIS DOSAGE 06 CN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050305220,ENS. VIS 03CL SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050305230,ENS VIS DOSAGE 04 CL,PRD,0.000000,0.000000
3050305250,ENSEMBLE VIS 06 CL,PRD,0.000000,0.000000
3050305330,ENS. VIS 04 AN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050305340,ENS. VIS 05 AN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050305450,VIS 06 AL SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050307150,ENS VIS DOSAGE 13 CN,PRD,0.000000,0.000000
3050307170,ENS. VIS 14CN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050307350,ENS. VIS 15CN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050307360,ENS. VIS 16CN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050307390,VIS DE DOSAGE DP350,PRD,0.000000,0.000000
3050307420,ENS. VIS 16AL SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050307460,ENSEMBLE VIS 15PN SANS BRAS RACLEUR,PRD,0.000000,0.000000
3050311000,ENS CHAINE DP30,PRD,0.000000,0.000000
3050312000,ENS. CHAINE DOUBLE DP350,PRD,0.000000,0.000000
3050312050,ENS. POCHETTE JOINTS DP350,PRD,0.000000,0.000000
3050315060,KIT D' AGITATION MECANIQUE DP350,PRD,0.000000,0.000000
3050328270,ENS. LANTERNE MROYA MONTAGE MOTEUR,PRPDI1,0.000000,0.000000
3050328280,ENSEMBLE MONTAGE MOTEUR,PRPDI1,0.000000,0.000000
3050329160,MONTAGE MOTEUR 130x165x200 BA 19,PRPDI1,0.000000,0.000000
3050330060,MONTAGE MOTEUR F165 MC,PRPDI2,469.150000,853.000000
3050330070,ENS. MONTAGE F215/BA28,PRPDI2,0.000000,0.000000
3050331040,MONT.MOTEUR MC 230X265X300,PRPDI2,0.000000,0.000000
3050334000,ASSERVISSEMENT PNEUMATIQUE DIR. STI,PRPDI2,3443.550000,6261.000000
3050335000,SERVOMOTEUR PNEUMATIC DIR. STI,AUC,3421.550000,6221.000000
3050343030,LOT PR DOSEUR N2,PRPDSMEC,0.000000,0.000000
3050343060,LOT PR DOS. 3.5,PRPDSMEC,0.000000,0.000000
3050343500,LOT PR BOITE CLAPET 3.5 CODE P,PRPDSMEC,0.000000,0.000000
3050359032,ENS. PISTON E12 MB,PRPDI2,0.000000,0.000000
3050365032,ENS. PISTON E25 316L MB,PRPDI2,1043.900000,1898.000000
3050369032,ENS. PISTON E40 MB,PRPDI2,0.000000,0.000000
3050371032,ENS. PISTON E 50 MB,PRPDI2,2354.000000,2942.500000
3050373032,PISTON D.63 MB DOSEUR E,PRPDI2,1447.600000,2632.000000
3050382012,ENSEMBLE PISTON D.40,PRPDI2,0.000000,0.000000
3050388062,BOITE A CLAPET ASP. PMRB DOSEUR E50 VISQUEUX,PRPDI2,0.000000,0.000000
3050388072,BOITE A CLAPET REFT PMRB DOSEUR E50 VISQUEUX,PRPDI2,0.000000,0.000000
3050398002,ENS SIEGE/BILLE D40 ASP ou REF,PRPDI1,293.150000,533.000000
3050398012,ENS. SIEGE BILLE INOX D15.9 ASP/REFT,PRPDI2,246.400000,448.000000
3050398022,ENS. SIEGE BILLE INOX D15.9 REFT SUP.,PRPDI2,732.550000,1127.000000
3050398032,BOITE A CLAPET INOX BILLE D25 DOSEUR E,PRPDI2,0.000000,0.000000
3050398042,BOITE A CLAPET INOX BILLE D25 DOSEUR E,PRPDI2,0.000000,0.000000
3050398052,ENS. SIEGE/BILLE D40,PRPDI2,619.850000,1127.000000
3050398062,ENS SIEGE BILLE D40,PRPDI1,0.000000,0.000000
3050399022,ENS. PISTON E90 MB,PRPDI2,0.000000,0.000000
3050402000,LOT JOINTS,PRPDI2,116.050000,211.000000
