airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz,type,source
6997,Palmar Airport,Santa Lucia,Peru,,SLPA,-18.971666336059570,-62.975334167480470,1342,-4,U,America/La_Paz,airport,OurAirports
7010,Birrfeld Airport,Birrfeld,Switzerland,,LSZF,47.443599700927734,8.233610153198242,1300,1,E,Europe/Zurich,airport,OurAirports
7036,Bagram Air Base,Kabul,Afghanistan,,OAIX,34.946098327600000,69.264999389599990,4895,4.5,U,Asia/Kabul,airport,OurAirports
7037,Prince Sultan Air Base,Al Kharj,Saudi Arabia,,OEPS,24.062700271606445,47.580501556396484,1651,3,N,Asia/Riyadh,airport,OurAirports
7046,Pápa Air Base,Papa,Hungary,,LHPA,47.363601684600000,17.500799179100000,466,1,E,Europe/Budapest,airport,OurAirports
7129,Ballera Airport,Ballera,Australia,,YLLE,-27.405633000000000,141.809458000000000,385,10,N,Australia/Brisbane,airport,OurAirports
7130,Gatton Campus Airport,Gatton,Australia,,YGAT,-27.560406065300000,152.340459824000000,0,10,N,Australia/Brisbane,airport,OurAirports
7134,Nabern/Teck Airport,Kirchheim-Teck,Germany,,EDTN,48.612777710000000,9.477222442629998,1214,1,E,Europe/Berlin,airport,OurAirports
7251,Natuashish Airport,Natuashish,Canada,,CNH2,55.913898000000000,-61.184399000000000,30,-4,A,America/Halifax,airport,OurAirports
7274,Langley Airport,Langley Township,Canada,,CYNJ,49.100799560499990,-122.630996704000000,34,-8,A,America/Vancouver,airport,OurAirports
7278,Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,,MM52,25.652200698853000,-108.538002014160000,92,-7,A,America/Mazatlan,airport,OurAirports
7280,Cabo San Lucas International Airport,Cabo San Lucas,Mexico,,MMSL,22.947700500499998,-109.936996460000000,459,-7,A,America/Mazatlan,airport,OurAirports
7296,San Carlos,San Carlos,Nicaragua,,MNSC,11.133399963378906,-84.769996643066400,91,-6,U,America/Managua,airport,OurAirports
7426,Meru Mulika Airport,Meru National Park,Kenya,,HKMK,0.229567000000000,38.171412000000000,2230,3,U,Africa/Nairobi,airport,OurAirports
7467,Selfoss Airport,Selfoss,Iceland,,BISF,63.929199218750000,-21.037799835205078,45,0,N,Atlantic/Reykjavik,airport,OurAirports
7472,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,,UTDT,37.866401672363280,68.864700317382810,1473,5,U,Asia/Dushanbe,airport,OurAirports
7474,Severo-Evensk Airport,Evensk,Russia,,UHMW,61.921665191650390,159.229995727539060,0,11,N,Asia/Srednekolymsk,airport,OurAirports
7475,Olenyok Airport,Olenyok,Russia,,UERO,68.514999389648000,112.480003356930000,847,9,N,Asia/Yakutsk,airport,OurAirports
7476,Saskylakh Airport,Saskylakh,Russia,,UERS,71.927902221680000,114.080001831050000,0,9,N,Asia/Yakutsk,airport,OurAirports
7481,Nizhneangarsk Airport,Nizhneangarsk,Russia,,UIUN,55.800800323486330,109.595001220703120,1545,8,N,Asia/Irkutsk,airport,OurAirports
7483,Vanavara Airport,Vanavara,Russia,,UNIW,60.359699249267580,102.323997497558600,892,7,N,Asia/Krasnoyarsk,airport,OurAirports
7484,Aykhal Airport,Aykhal,Russia,,UERA,65.959197998047000,111.546501159670000,0,9,N,Asia/Yakutsk,airport,OurAirports
7556,Donoi Airport,Uliastai,Mongolia,,ZMDN,47.709300000000000,96.525800000000000,5800,8,U,Asia/Ulaanbaatar,airport,OurAirports
7578,Wilkins Runway,Budd Coast,Antarctica,,YWKS,-66.690833000000000,111.523611000000000,2529,12,U,Antarctica/South_Pole,airport,OurAirports
7622,Dyagilevo Air Base,Kostroma,Russia,,UUBD,54.644699096679690,39.570400238037110,440,3,N,Europe/Moscow,airport,OurAirports
7660,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,,LSPV,47.204700469970700,8.867500305175781,1335,1,U,Europe/Zurich,airport,OurAirports
7684,Courtelary Airport,Courtelary ,Switzerland,,LSZJ,47.183601379394530,7.090829849243164,2247,1,E,Europe/Zurich,airport,OurAirports
7686,Camp Okavango Airport,Okavango Delta,Botswana,,FBCO,-19.131115000000000,23.102505000000000,3158,2,U,Africa/Gaborone,airport,OurAirports
7710,Mezen Airport,Mezen,Russia,,ULAE,65.878334045410160,44.215000152587890,46,3,N,Europe/Moscow,airport,OurAirports
7711,Vaskovo Airport,Arkhangelsk,Russia,,ULAH,64.441703796399990,40.421699523899996,82,3,N,Europe/Moscow,airport,OurAirports
7714,Brumowski  Air Base,Tulln,Austria,,LOXT,48.316700000000000,16.116699000000000,574,1,U,Europe/Vienna,airport,OurAirports
7723,Venice-Lido Airport,Venice,Italy,,LIPV,45.428299000000000,12.388100000000000,13,1,E,Europe/Rome,airport,OurAirports
7724,Tallinn Linnahall Heliport,Tallinn,Estonia,,EECL,59.448619842529300,24.753227233886720,23,2,E,Europe/Tallinn,airport,OurAirports
7726,Linkenheim Airport,Linkenheim,Germany,,EDRI,49.141666412353516,8.394721984863281,325,1,E,Europe/Berlin,airport,OurAirports
7728,Hilversum Airport,Hilversum,Netherlands,,EHHV,52.191898345900000,5.146940231320000,3,1,E,Europe/Amsterdam,airport,OurAirports
7730,Texel Airport,Texel,Netherlands,,EHTX,53.115299224900000,4.833610057830000,2,1,E,Europe/Amsterdam,airport,OurAirports
7731,La Cerdanya Airport,Das i Fontanals de Cerdanya,Spain,,LECD,42.386398315429690,1.866670012474060,3586,1,E,Europe/Madrid,airport,OurAirports
7738,Stary Oskol Airport,Stary Oskol,Russia,,UUOS,51.329216003417970,37.768848419189450,791,3,N,Europe/Moscow,airport,OurAirports
7768,Cheremshanka Airport,Krasnoyarsk,Russia,,UNKM,56.176998138399995,92.540000915500000,0,7,N,Asia/Krasnoyarsk,airport,OurAirports
7780,Burlington Executive,Burlington,Canada,,CZBA,43.441453151500000,-79.850102663000000,602,-5,A,America/Toronto,airport,OurAirports
7806,Waterville / Kings County Municipal Airport,Waterville,Canada,,CCW3,45.051898956300000,-64.651702880900000,119,-4,A,America/Halifax,airport,OurAirports
7837,Ameland Airport,Ameland,Netherlands,,EHAL,53.451698303200004,5.677219867710000,11,1,E,Europe/Amsterdam,airport,OurAirports
7838,Saint-Cyr-l'École Airport,Saint-Cyr,France,,LFPZ,48.811401367187500,2.074719905853272,371,1,E,Europe/Paris,airport,OurAirports
7841,Mantsonyane Airport,Mantsonyane,Lesotho,,FXMN,-29.546100616455078,28.270999908447266,7100,2,U,Africa/Maseru,airport,OurAirports
7855,Roitzschjora Airport,Roitzschjora,Germany,,EDAW,51.577777862548830,12.494443893432617,289,1,U,Europe/Berlin,airport,OurAirports
7867,De Peel Air Base,Deurne,Netherlands,,EHDP,51.517299652099610,5.855720043182373,98,1,E,Europe/Amsterdam,airport,OurAirports
7868,Camp Bastion Airport,Camp Bastion,Afghanistan,,OAZI,31.863800048799998,64.224601745600000,2943,4.5,N,Asia/Kabul,airport,OurAirports
7872,Ringebu Airfield Frya,Frya,Norway,,ENRI,61.545440673000000,10.061588287000000,571,1,E,Europe/Oslo,airport,OurAirports
7879,Phillip Island Airport,Phillip Island,Australia,,YPID,-38.523300170898440,145.326995849609380,13,10,O,Australia/Hobart,airport,OurAirports
7892,Strasbourg Neuhof Airport,Strasbourg Neudorf,France,,LFGC,48.554401397705080,7.778059959411621,456,1,E,Europe/Paris,airport,OurAirports
7893,Nannhausen Airport,Nannhausen,Germany,,EDRN,49.970279693600000,7.479166984560000,1224,1,E,Europe/Berlin,airport,OurAirports
7903,Marl-Loemühle Airport,Recklinghausen,Germany,,EDLM,51.647202000000000,7.163330000000000,240,1,U,Europe/Berlin,airport,OurAirports
7904,Färila Air Base,Farila,Sweden,,ESNF,61.897998809814000,15.705300331116000,0,1,E,Europe/Stockholm,airport,OurAirports
7910,Fes Sefrou Airport,Fes,Morocco,,GMFU,34.008098602294920,-4.965559959411621,1539,0,U,Africa/Casablanca,airport,OurAirports
7918,Regensburg-Oberhub Airport,Regensburg,Germany,,EDNR,49.141944885253906,12.081944465637207,1299,1,E,Europe/Berlin,airport,OurAirports
7906,Monywar Airport,Monywa,Myanmar,,VYMY,22.232999801635742,95.116996765136720,298,6.5,N,Asia/Rangoon,airport,OurAirports
7941,Bougouni Airport,Bougouni,Mali,,GABG,11.449999809265137,-7.517000198364258,1139,0,N,Africa/Bamako,airport,OurAirports
7947,McMurdo Station Ice Runway,Ross Island,Antarctica,,NZIR,-77.853996276855470,166.468994140625000,1,12,N,Antarctica/South_Pole,airport,OurAirports
7948,Keekorok Airport,Keekorok,Kenya,,HKKE,-1.582999944686890,35.250000000000000,5800,3,N,Africa/Nairobi,airport,OurAirports
8006,Landshut Airport,Landshut,Germany,,EDML,48.511665344238280,12.033332824707031,1312,1,E,Europe/Berlin,airport,OurAirports
8007,Itzehoe/Hungriger Wolf Airport,Itzehoe,Germany,,EDHF,53.994445800781250,9.578611373901367,89,1,E,Europe/Berlin,airport,OurAirports
8031,Calgary / Springbank Airport,Calgary,Canada,,CYBW,51.103099823000000,-114.374000549000000,3940,-7,A,America/Edmonton,airport,OurAirports
8035,Allstedt Airport,Allstedt,Germany,,EDBT,51.380554199218750,11.446666717529297,932,1,E,Europe/Berlin,airport,OurAirports
8038,General Freire Airport,Curico,Chile,,SCIC,-34.966667175292970,-71.216392517089840,722,-4,S,America/Santiago,airport,OurAirports
8039,Peine-Eddesse Airport,Peine,Germany,,EDVP,52.402500152600005,10.228889465299998,249,1,E,Europe/Berlin,airport,OurAirports
8054,Spremberg-Welzow Airport,Welzow,Germany,,EDCY,51.575557708740234,14.136943817138672,374,1,E,Europe/Berlin,airport,OurAirports
7939,Benešov Airport,Benesov,Czechia,,LKBE,49.740798950195310,14.644700050354004,1319,1,U,Europe/Prague,airport,OurAirports
8070,Isla San Felix Airport,Isla San Felix,Chile,,SCFX,-26.293899536132812,-80.096199035644530,165,-4,U,America/Santiago,airport,OurAirports
8075,Shaibah Airport,Shaybah,Saudi Arabia,,OESB,22.514499664306640,53.964099884033200,300,3,N,Asia/Riyadh,airport,OurAirports
8085,Rotenburg (Wümme) Airport,Rotenburg Wuemme,Germany,,EDXQ,53.128334045410156,9.348610877990723,98,1,E,Europe/Berlin,airport,OurAirports
8086,Wipperfürth-Neye Airport,Wipperfuerth,Germany,,EDKN,51.124168395996094,7.373610973358154,863,1,E,Europe/Berlin,airport,OurAirports
8087,Osnabrück-Atterheide Airport,Osnabrueck,Germany,,EDWO,52.286388397216800,7.969721794128418,285,1,E,Europe/Berlin,airport,OurAirports
8088,Flugplatz Ballenstedt,Ballenstedt,Germany,,EDCB,51.745834000000000,11.229722000000000,535,1,E,Europe/Berlin,airport,OurAirports
8089,Hartenholm Airport,Hasenmoor,Germany,,EDHM,53.915000915527344,10.035555839538574,108,1,E,Europe/Berlin,airport,OurAirports
8165,Mykines Heliport,Mykines,Faroe Islands,,EKMS,62.102100372300000,-7.645919799800001,110,0,E,Atlantic/Faeroe,airport,OurAirports
8178,Seppe Airport,Bosschenhoofd,Netherlands,,EHSE,51.554698944100000,4.552499771120000,30,1,E,Europe/Amsterdam,airport,OurAirports
8179,St Stephan Airport,St.Stephan,Switzerland,,LSTS,46.497398376464844,7.412569999694824,3304,1,E,Europe/Zurich,airport,OurAirports
8189,Como (Idroscalo - Water Ad) Hidroport,Como,Italy,,LILY,45.814701000000000,9.069720000000000,663,1,E,Europe/Rome,airport,OurAirports
8216,La Romaine Airport,La Romaine,Canada,,CTT5,50.259700775146484,-60.679401397705080,90,-4,A,America/Blanc-Sablon,airport,OurAirports
8224,Victoria Airport,Patricia Bay,Canada,,CAP5,48.653892050600000,-123.450450897000000,0,-8,A,America/Vancouver,airport,OurAirports
8228,Grand-Santi Airport,Grand-Santi,French Guiana,,SOGS,4.285833000000000,-54.373056000000000,207,-3,S,America/Cayenne,airport,OurAirports
8130,Namtu Airport,Naypyidaw,Myanmar,,VYNT,23.083000183105470,97.383003234863280,2000,6.5,N,Asia/Rangoon,airport,OurAirports
8246,Urucu Airport,Porto Urucu,Brazil,,SWUY,-4.884220123290000,-65.355400085400000,243,-4,S,America/Boa_Vista,airport,OurAirports
8331,Aweil Airport,Aweil,Sudan,,HSAW,8.767000198364258,27.399999618530273,1394,3,U,Africa/Juba,airport,OurAirports
8335,Zagora Airport,Zagora,Morocco,,GMAZ,30.320299148600000,-5.866670131680000,2631,0,U,Africa/Casablanca,airport,OurAirports
8340,Turukhansk Airport,Turukhansk,Russia,,UOTT,65.797203064000000,87.935302734400000,128,7,N,Asia/Krasnoyarsk,airport,OurAirports
8341,Podkamennaya Tunguska Airport,Bor,Russia,,UNIP,61.589698791503906,89.994003295898440,213,7,N,Asia/Krasnoyarsk,airport,OurAirports
8344,Kolpashevo Airport,Kolpashevo,Russia,,UNLL,58.325298309326170,82.932502746582030,243,7,N,Asia/Krasnoyarsk,airport,OurAirports
8347,Ali Al Salem Air Base,Kuwait,Kuwait,,OKAS,29.346700668334960,47.520801544189450,472,3,A,Asia/Kuwait,airport,OurAirports
8350,Warburton Airport,Warburton Community,Australia,,YWBR,-26.128299713134766,126.583000183105470,1500,8,O,Australia/Perth,airport,OurAirports
8351,Cunderdin Airport,Cunderdin,Australia,,YCUN,-31.622200012207030,117.217002868652340,705,8,O,Australia/Perth,airport,OurAirports
8353,Forrest Airport,Forrest,Australia,,YFRT,-30.838100433349610,128.115005493164060,511,8,O,Australia/Perth,airport,OurAirports
8354,Ballarat Airport,Ballarat,Australia,,YBLT,-37.511699676513670,143.791000366210940,1433,10,O,Australia/Hobart,airport,OurAirports
8363,Slate Falls Airport,Slate Falls,Canada,,CKD9,51.130001068115234,-91.665603637695310,1355,-6,A,America/Winnipeg,airport,OurAirports
8364,Collingwood Airport,Collingwood,Canada,,CNY3,44.449199676500000,-80.158302307100000,730,-5,A,America/Toronto,airport,OurAirports
8323,Compton Abbas Aerodrome,Shaftesbury,United Kingdom of Great Britain and Northern Ireland,,EGHA,50.967201232910156,-2.153609991073608,811,0,U,Europe/London,airport,OurAirports
8403,One Hundred Mile House Airport,One Hundred Mile House,Canada,,CAV3,51.642501831054690,-121.306999206542970,3055,-8,A,America/Vancouver,airport,OurAirports
8406,Yarram Airport,Yarram,Australia,,YYRM,-38.566699981689450,146.755004882812500,15,10,O,Australia/Hobart,airport,OurAirports
8426,Matheson Island Airport,Matheson Island,Canada,,CJT2,51.732200622558594,-96.934402465820310,725,-6,A,America/Winnipeg,airport,OurAirports
8427,Tura Mountain Airport,Tura,Russia,,UNIT,64.333511352539000,100.432891845700000,2044,7,N,Asia/Krasnoyarsk,airport,OurAirports
8432,Gera-Leumnitz Airport,Gera,Germany,,EDAJ,50.881668090820310,12.135832786560059,1014,1,E,Europe/Berlin,airport,OurAirports
8435,Kasimovo Airfield,Saint-Petersburg,Russia,,XLLN,60.198299407958984,30.334999084472656,230,3,N,Europe/Moscow,airport,OurAirports
8438,Terlet Glider Field,Arnhem,Netherlands,,EHTL,52.057201000000000,5.924440000000000,276,1,E,Europe/Amsterdam,airport,OurAirports
8459,Oerlinghausen Airport,TELGTE,Germany,,EDLO,51.932220458984375,8.661666870117188,558,1,E,Europe/Berlin,airport,OurAirports
8461,General Villamil Airport,Isabela,Ecuador,,SEII,-0.942628026009000,-90.953002929700000,35,-6,N,Pacific/Galapagos,airport,OurAirports
8462,Balzers Heliport,Balzers,Switzerland,,LSXB,47.068100000000000,9.481110000000000,1585,1,E,Europe/Vaduz,airport,OurAirports
8467,Flugplatz Punitz,Punitz-Guessing,Austria,,LOGG,47.146530000000000,16.316843000000000,950,1,E,Europe/Vienna,airport,OurAirports
8472,Yalata Mission Airport,Yalata,Australia,,YYTA,-31.470600128173828,131.824996948242200,0,9.5,O,Australia/Adelaide,airport,OurAirports
8476,Wyndham Airport,Wyndham,Australia,,YWYM,-15.511400222778320,128.152999877929700,14,8,U,Australia/Perth,airport,OurAirports
8500,Fuerstenwalde Airport,Furstenwalde,Germany,,EDAL,52.390598297100000,14.097200393700000,184,1,E,Europe/Berlin,airport,OurAirports
8501,Eberswalde-Finow Airport,Eberswalde,Germany,,EDAV,52.827220916748050,13.693611145019531,121,1,E,Europe/Berlin,airport,OurAirports
8419,Jeongseok Airport,Seogwipo,Republic of Korea,,RKPD,33.399600982700000,126.711997986000000,1171,9,U,Asia/Seoul,airport,OurAirports
8405,Glasgow City Heliport,Glasgow,United Kingdom of Great Britain and Northern Ireland,,EGEG,55.861389160156250,-4.296944141387940,0,0,E,Europe/London,airport,OurAirports
8603,Saarmund Airport,Saarmund,Germany,,EDCS,52.308334350585940,13.100556373596191,174,1,E,Europe/Berlin,airport,OurAirports
8609,Pont Sur Yonne Airfield,Pont Sur Yonne,France,,LFGO,48.289172000000000,3.247912000000000,236,1,E,Europe/Paris,airport,OurAirports
8610,St Florentin Cheu Airfield,St Florentin Cheu,France,,LFGP,47.980190000000000,3.775583000000000,351,1,E,Europe/Paris,airport,OurAirports
8611,Saulieu Liernais Airfield,Saulieu,France,,LFEW,47.239399000000000,4.265830000000000,1722,1,E,Europe/Paris,airport,OurAirports
8612,Olten Airport,Olten,Switzerland,,LSPO,47.344398498535156,7.889440059661865,0,1,E,Europe/Zurich,airport,OurAirports
8614,Ambri Airport,Quinto,Switzerland,,LSPM,46.512501000000000,8.689780000000000,3241,1,E,Europe/Zurich,airport,OurAirports
8615,Lodrino Air Base,Lodrino,Switzerland,,LSML,46.295898437500000,8.992130279541016,0,1,E,Europe/Zurich,airport,OurAirports
8618,Mauterndorf Airport,Mauterndorf,Austria,,LOSM,47.132499694824220,13.696900367736816,3642,1,E,Europe/Vienna,airport,OurAirports
8619,Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,,LOKN,46.581100463867190,13.629199981689453,1801,1,E,Europe/Vienna,airport,OurAirports
8577,Orlampa Inc Airport,Forties Alpha,United Kingdom of Great Britain and Northern Ireland,,FA08,28.166999816900002,-81.808097839399990,139,-5,U,America/New_York,airport,OurAirports
8616,Roudnice Airport,Roudnice nad Lebem,Czechia,,LKRO,50.410598750000000,14.226100000000000,732,1,E,Europe/Prague,airport,OurAirports
8617,Usti Nad Labem Airfield,Usti Nad Labem,Czechia,,LKUL,50.699699000000000,13.969700000000000,791,1,E,Europe/Prague,airport,OurAirports
8620,Karlsruhe-Forchheim Airport,Karlsruhe,Germany,,EDTK,48.984300000000000,8.335500000000000,381,1,E,Europe/Berlin,airport,OurAirports
8621,Weinheim/Bergstraße Airport,Weinheim,Germany,,EDGZ,49.567501068115234,8.610555648803711,318,1,E,Europe/Berlin,airport,OurAirports
8622,Meaux Esbly Airport,Meaux,France,,LFPE,48.927799224853516,2.835279941558838,217,1,E,Europe/Paris,airport,OurAirports
8623,Château-Thierry - Belleau Airport,Chateau-Thierry,France,,LFFH,49.067199707031250,3.356940031051636,728,1,E,Europe/Paris,airport,OurAirports
8627,Taoyuan Air Base,Taoyuan,Taiwan,,RCGM,25.056600570678710,121.244262695312500,144,8,U,Asia/Taipei,airport,OurAirports
8633,Inowroclaw Military Air Base,Inowroclaw,Poland,,EPIR,52.829399108900000,18.330600738500000,259,1,E,Europe/Warsaw,airport,OurAirports
8634,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,,EPPR,54.248001000000000,18.671600000000000,21,1,E,Europe/Warsaw,airport,OurAirports
8660,Nagaur Airport,Nagaur,India,,VI73,27.208299636840820,73.711402893066400,950,5.5,U,Asia/Calcutta,airport,OurAirports
8661,Ostafyevo International Airport,Moscow,Russia,,UUMO,55.511699676513670,37.507198333740234,568,3,N,Europe/Moscow,airport,OurAirports
8671,Grefrath-Niershorst Airport,Grefrath,Germany,,EDLF,51.333889007568360,6.359444141387940,105,1,E,Europe/Berlin,airport,OurAirports
8683,Newcastle Aerodrome,Newcastle,Ireland,,EINC,53.071098327636720,-6.045279979705811,1,0,E,Europe/Dublin,airport,OurAirports
8689,Segeletz Airport,Segeletz,Germany,,EDAI,52.826667785644530,12.541943550109863,141,1,E,Europe/Berlin,airport,OurAirports
8690,Fuentemilanos Airport,Segovia,Spain,,LEFM,40.888610839799995,-4.237500190730000,3307,1,E,Europe/Madrid,airport,OurAirports
8691,Akeno Airport,Akeno,Japan,,RJOE,34.533298492431640,136.671997070312500,20,9,U,Asia/Tokyo,airport,OurAirports
8692,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,,UHPK,56.238601684570310,162.688003540039060,200,12,N,Asia/Anadyr,airport,OurAirports
8694,Kozyrevsk Airport,Kozyrevsk,Russia,,UHPO,56.090000152587890,159.876663208007800,331,12,N,Asia/Anadyr,airport,OurAirports
8696,Beverley Airport,Mine Site,Australia,,YBEE,-30.186700820922850,139.557998657226560,116,9.5,O,Australia/Adelaide,airport,OurAirports
8700,Aliwal North Airport,Aliwal North,South Africa,,FAAN,-30.680000305175780,26.729999542236328,4405,2,U,Africa/Johannesburg,airport,OurAirports
8701,Alkantpan Copper Airport,Alkantpan,South Africa,,FACO,-29.906400680541992,22.316699981689453,3589,2,U,Africa/Johannesburg,airport,OurAirports
8707,Bungoma Airport,Bungoma,Kenya,,HKBU,0.576207995414734,34.553451538085940,4726,3,U,Africa/Nairobi,airport,OurAirports
8708,Bura East Airport,Bura,Kenya,,HKBR,-1.100000023841858,39.950000762939450,345,3,U,Africa/Nairobi,airport,OurAirports
8709,Busia Airport,Busia,Kenya,,HKBA,0.457085013389587,34.130279541015625,3989,3,U,Africa/Nairobi,airport,OurAirports
8710,Embu Airport,Embu,Kenya,,HKEM,-0.573270000000000,37.497260000000000,4150,3,U,Africa/Nairobi,airport,OurAirports
8711,Garba Tula Airport,Garba Tula,Kenya,,HKGT,0.532999992370606,38.516998291015625,2000,3,U,Africa/Nairobi,airport,OurAirports
8714,Homa Bay Airport,Homa Bay,Kenya,,HKHB,-0.600000023841858,34.466999053955080,4280,3,U,Africa/Nairobi,airport,OurAirports
8715,Isiolo Airport,Isiolo,Kenya,,HKIS,0.338170945644379,37.591693878173830,3495,3,U,Africa/Nairobi,airport,OurAirports
8723,Ust-Tsylma Airport,Ust-Tsylma,Russia,,UUYX,65.437294006300010,52.200336456299990,262,3,N,Europe/Moscow,airport,OurAirports
