"order_id","customer_id","employe_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","adresse_id","livraison_methode"
10678,SAVEA,7,2024-09-23,2024-10-21,2024-10-16,3,388.98,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,4
10679,BLONP,8,2024-09-23,2024-10-21,2024-09-30,3,27.94,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,2
10680,OLDWO,1,2024-09-24,2024-10-22,2024-09-26,1,26.61,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,1
10681,GREAL,3,2024-09-25,2024-10-23,2024-09-30,3,76.13,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,3
10682,ANTON,3,2024-09-25,2024-10-23,2024-10-01,2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,1
10683,DUMON,2,2024-09-26,2024-10-24,2024-10-01,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,"44000",fr,1018,4
10684,OTTIK,3,2024-09-26,2024-10-24,2024-09-30,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,2
10685,GOURL,4,2024-09-29,2024-10-13,2024-10-03,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,1
10686,PICCO,2,2024-09-30,2024-10-28,2024-10-08,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,2
10687,HUNGO,9,2024-09-30,2024-10-28,2024-10-30,2,296.43,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,2
10688,VAFFE,4,2024-10-01,2024-10-15,2024-10-07,2,299.09,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,4
10689,BERGS,1,2024-10-01,2024-10-29,2024-10-07,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,3
10690,HANAR,1,2024-10-02,2024-10-30,2024-10-03,1,15.8,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil',1034,1
10691,QUICK,2,2024-10-03,2024-11-14,2024-10-22,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,3
10692,ALFKI,4,2024-10-03,2024-10-31,2024-10-13,2,61.02,Alfred''s Futterkiste,Obere Str. 57,Berlin,,"12209",Germany',1001,4
10694,QUICK,8,2024-10-06,2024-11-03,2024-10-09,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,0
10695,WILMK,7,2024-10-07,2024-11-18,2024-10-14,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,,"21240",Finland',1090,2
10697,LINOD,3,2024-10-08,2024-11-05,2024-10-14,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,2
10698,ERNSH,4,2024-10-09,2024-11-06,2024-10-17,1,272.47,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10699,MORGK,3,2024-10-09,2024-11-06,2024-10-13,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,"04179",Germany',1052,1
10700,SAVEA,3,2024-10-10,2024-11-07,2024-10-16,1,65.1,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10701,HUNGO,6,2024-10-13,2024-10-27,2024-10-15,3,220.31,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,4
10702,ALFKI,4,2024-10-13,2024-11-24,2024-10-21,1,23.94,Alfred''s Futterkiste,Obere Str. 57,Berlin,,"12209",Germany',1001,1
10703,FOLKO,6,2024-10-14,2024-11-11,2024-10-20,2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,2
10704,QUEEN,6,2024-10-14,2024-11-11,2024-11-07,1,4.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,3
10705,HILAA,9,2024-10-15,2024-11-12,2024-11-18,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,1
10706,OLDWO,8,2024-10-16,2024-11-13,2024-10-21,3,135.63,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,3
10708,THEBI,6,2024-10-17,2024-11-28,2024-11-05,2,2.96,The Big Cheese,"89 Jefferson Way Suite 2",Portland,OR,"97201",USA',1077,3
10709,GOURL,1,2024-10-17,2024-11-14,2024-11-20,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,2
10710,FRANS,1,2024-10-20,2024-11-17,2024-10-23,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,,"10100",Italy',1027,3
10711,SAVEA,5,2024-10-21,2024-12-02,2024-10-29,2,52.41,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,4
10712,HUNGO,3,2024-10-21,2024-11-18,2024-10-31,1,89.93,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,4
10714,SAVEA,5,2024-10-22,2024-11-19,2024-10-27,3,24.49,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,0
10715,BONAP,3,2024-10-23,2024-11-06,2024-10-29,1,63.2,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,4
10716,RANCH,4,2024-10-24,2024-11-21,2024-10-27,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,"1010",Argentina',1064,0
10717,FRANK,1,2024-10-24,2024-11-21,2024-10-29,2,59.25,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,1
10718,KOENE,1,2024-10-27,2024-11-24,2024-10-29,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10719,LETSS,8,2024-10-27,2024-11-24,2024-11-05,2,51.44,Let''s Stop N Shop,"87 Polk St. Suite 5",San Francisco,CA,"94117",USA',1045,1
10720,QUEDE,8,2024-10-28,2024-11-11,2024-11-05,2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,4
10721,QUICK,5,2024-10-29,2024-11-26,2024-10-31,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,3
10722,SAVEA,8,2024-10-29,2024-12-10,2024-11-04,1,74.58,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10724,MEREP,8,2024-10-30,2024-12-11,2024-11-05,2,57.75,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,0
10725,FAMIA,4,2024-10-31,2024-11-28,2024-11-05,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,3
10726,EASTC,4,2024-11-03,2024-11-17,2024-12-05,1,16.56,Eastern Connection,"35 King George",London,,WX3 6FW,UK',1019,4
10727,REGGC,2,2024-11-03,2024-12-01,2024-12-05,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,1
10728,QUEEN,4,2024-11-04,2024-12-02,2024-11-11,2,58.33,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,2
10729,LINOD,8,2024-11-04,2024-12-16,2024-11-14,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,1
10730,BONAP,5,2024-11-05,2024-12-03,2024-11-14,1,20.12,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,3
10732,BONAP,3,2024-11-06,2024-12-04,2024-11-07,1,16.97,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,2
10733,BERGS,1,2024-11-07,2024-12-05,2024-11-10,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,1
10734,GOURL,2,2024-11-07,2024-12-05,2024-11-12,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,3
10735,LETSS,6,2024-11-10,2024-12-08,2024-11-21,2,45.97,Let''s Stop N Shop,"87 Polk St. Suite 5",San Francisco,CA,"94117",USA',1045,3
10736,HUNGO,9,2024-11-11,2024-12-09,2024-11-21,2,44.1,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,3
10738,SPECD,2,2024-11-12,2024-12-10,2024-11-18,1,2.91,Spécialités du monde,"25, rue Lauriston",Paris,,"75016",fr,1074,0
10742,BOTTM,3,2024-11-14,2024-12-12,2024-11-18,3,243.73,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,4
10744,VAFFE,6,2024-11-17,2024-12-15,2024-11-24,1,69.19,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,2
10745,QUICK,9,2024-11-18,2024-12-16,2024-11-27,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,0
10747,PICCO,6,2024-11-19,2024-12-17,2024-11-26,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,3
10748,SAVEA,3,2024-11-20,2024-12-18,2024-11-28,1,232.55,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,2
10749,ISLAT,4,2024-11-20,2024-12-18,2024-12-19,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,4
10750,WARTH,9,2024-11-21,2024-12-19,2024-11-24,1,79.3,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,1
10752,NORTS,2,2024-11-24,2024-12-22,2024-11-28,3,1.39,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK',1053,1
10753,FRANS,3,2024-11-25,2024-12-23,2024-11-27,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,,"10100",Italy',1027,4
10754,MAGAA,6,2024-11-25,2024-12-23,2024-11-27,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,3
10755,BONAP,4,2024-11-26,2024-12-24,2024-11-28,2,16.71,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,0
10756,SPLIR,8,2024-11-27,2024-12-25,2024-12-02,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,3
10757,SAVEA,6,2024-11-27,2024-12-25,2024-12-15,1,8.19,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,2
10759,ANATR,3,2024-11-28,2024-12-26,2024-12-12,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,"05021",Mexico',1002,4
10760,MAISD,4,2024-12-01,2024-12-29,2024-12-10,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium',1050,3
10761,RATTC,5,2024-12-02,2024-12-30,2024-12-08,2,18.66,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,2
10762,FOLKO,3,2024-12-02,2024-12-30,2024-12-09,1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,3
10763,FOLIG,3,2024-12-03,2024-12-31,2024-12-08,3,37.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,"59000",fr,1023,3
10764,ERNSH,6,2024-12-03,2024-12-31,2024-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10765,QUICK,3,2024-12-04,1998-01-01,2024-12-09,3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,0
10766,OTTIK,4,2024-12-05,1998-01-02,2024-12-09,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,4
10767,SUPRD,4,2024-12-05,1998-01-02,2024-12-15,3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,1
10769,VAFFE,3,2024-12-08,1998-01-05,2024-12-12,1,65.06,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,4
10770,HANAR,8,2024-12-09,1998-01-06,2024-12-17,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil',1034,4
10771,ERNSH,9,2024-12-10,1998-01-07,1998-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,2
10772,LEHMS,3,2024-12-10,1998-01-07,2024-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,3
10773,ERNSH,1,2024-12-11,1998-01-08,2024-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10774,FOLKO,4,2024-12-11,2024-12-25,2024-12-12,1,48.2,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,4
10775,THECR,7,2024-12-12,1998-01-09,2024-12-26,1,20.25,The Cracker Box,"55 Grizzly Peak Rd.",Butte,MT,"59801",USA',1078,3
10776,ERNSH,1,2024-12-15,1998-01-12,2024-12-18,3,351.53,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10777,GOURL,7,2024-12-15,2024-12-29,1998-01-21,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,1
10778,BERGS,3,2024-12-16,1998-01-13,2024-12-24,1,6.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,4
10779,MORGK,3,2024-12-16,1998-01-13,1998-01-14,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,"04179",Germany',1052,0
10780,LILAS,2,2024-12-16,2024-12-30,2024-12-25,1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,2
10781,WARTH,2,2024-12-17,1998-01-14,2024-12-19,3,73.16,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,3
10782,CACTU,9,2024-12-17,1998-01-14,2024-12-22,3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,"1010",Argentina',1012,3
10783,HANAR,4,2024-12-18,1998-01-15,2024-12-19,2,124.98,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil',1034,2
10784,MAGAA,4,2024-12-18,1998-01-15,2024-12-22,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,2
10785,GROSR,1,2024-12-18,1998-01-15,2024-12-24,3,1.51,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,DF,"1081",Venezuela',1033,4
10786,QUEEN,8,2024-12-19,1998-01-16,2024-12-23,1,110.87,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,3
10787,LAMAI,2,2024-12-19,1998-01-02,2024-12-26,1,249.93,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10788,QUICK,1,2024-12-22,1998-01-19,1998-01-19,2,42.7,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,0
10789,FOLIG,1,2024-12-22,1998-01-19,2024-12-31,2,100.6,Folies gourmandes,"184, chaussée de Tournai",Lille,,"59000",fr,1023,1
10790,GOURL,6,2024-12-22,1998-01-19,2024-12-26,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,1
10791,FRANK,6,2024-12-23,1998-01-20,1998-01-01,2,16.85,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,0
10792,WOLZA,1,2024-12-23,1998-01-20,2024-12-31,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,"01-012",Poland',1091,3
10794,QUEDE,6,2024-12-24,1998-01-21,1998-01-02,1,21.49,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,2
10795,ERNSH,8,2024-12-24,1998-01-21,1998-01-20,2,126.66,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,3
10796,HILAA,3,2024-12-25,1998-01-22,1998-01-14,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,1
10797,DRACD,7,2024-12-25,1998-01-22,1998-01-05,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,,"52066",Germany',1017,3
10798,ISLAT,2,2024-12-26,1998-01-23,1998-01-05,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,2
10799,KOENE,9,2024-12-26,1998-02-06,1998-01-05,3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10800,SEVES,1,2024-12-26,1998-01-23,1998-01-05,3,137.44,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,2
10801,BOLID,4,2024-12-29,1998-01-26,2024-12-31,2,97.09,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,"28023",Spain',1008,2
10802,SIMOB,4,2024-12-29,1998-01-26,1998-01-02,2,257.26,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,3
10803,WELLI,4,2024-12-30,1998-01-27,1998-01-06,1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil',1088,1
10804,SEVES,6,2024-12-30,1998-01-27,1998-01-07,2,27.33,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,4
10805,THEBI,2,2024-12-30,1998-01-27,1998-01-09,3,237.34,The Big Cheese,"89 Jefferson Way Suite 2",Portland,OR,"97201",USA',1077,3
10806,VICTE,3,2024-12-31,1998-01-28,1998-01-05,2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,1
10807,FRANS,4,2024-12-31,1998-01-28,1998-01-30,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,,"10100",Italy',1027,3
10808,OLDWO,2,1998-01-01,1998-01-29,1998-01-09,3,45.53,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,1
10809,WELLI,7,1998-01-01,1998-01-29,1998-01-07,1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil',1088,4
10811,LINOD,8,1998-01-02,1998-01-30,1998-01-08,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,4
10812,REGGC,5,1998-01-02,1998-01-30,1998-01-12,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,0
10813,RICAR,1,1998-01-05,1998-02-02,1998-01-09,1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,1
10814,VICTE,3,1998-01-05,1998-02-02,1998-01-14,3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,3
10815,SAVEA,2,1998-01-05,1998-02-02,1998-01-14,3,14.62,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10816,GREAL,4,1998-01-06,1998-02-03,1998-02-04,2,719.78,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA',1032,2
10817,KOENE,3,1998-01-06,1998-01-20,1998-01-13,2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,4
10818,MAGAA,7,1998-01-07,1998-02-04,1998-01-12,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,3
10819,CACTU,2,1998-01-07,1998-02-04,1998-01-16,3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,"1010",Argentina',1012,0
10820,RATTC,3,1998-01-07,1998-02-04,1998-01-13,2,37.52,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,3
10821,SPLIR,1,1998-01-08,1998-02-05,1998-01-15,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,4
10822,TRAIH,6,1998-01-08,1998-02-05,1998-01-16,3,7.0,Trail''s Head Gourmet Provisioners,"722 DaVinci Blvd.",Kirkland,WA,"98034",USA',1082,4
10823,LILAS,5,1998-01-09,1998-02-06,1998-01-13,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,1
10824,FOLKO,8,1998-01-09,1998-02-06,1998-01-30,1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,1
10825,DRACD,1,1998-01-09,1998-02-06,1998-01-14,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,"52066",Germany',1017,3
10826,BLONP,6,1998-01-12,1998-02-09,1998-02-06,1,7.09,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,0
10827,BONAP,1,1998-01-12,1998-01-26,1998-02-06,2,63.54,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,3
10828,RANCH,9,1998-01-13,1998-01-27,1998-02-04,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,,"1010",Argentina',1064,2
10829,ISLAT,9,1998-01-13,1998-02-10,1998-01-23,1,154.72,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,2
10830,TRADH,4,1998-01-13,1998-02-24,1998-01-21,2,81.83,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil',1081,3
10831,SANTG,3,1998-01-14,1998-02-11,1998-01-23,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,,"4110",Norway',1070,3
10832,LAMAI,2,1998-01-14,1998-02-11,1998-01-19,2,43.26,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10833,OTTIK,6,1998-01-15,1998-02-12,1998-01-23,2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,2
10834,TRADH,1,1998-01-15,1998-02-12,1998-01-19,3,29.78,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil',1081,1
10835,ALFKI,1,1998-01-15,1998-02-12,1998-01-21,3,69.53,Alfred''s Futterkiste,Obere Str. 57,Berlin,,"12209",Germany',1001,3
10836,ERNSH,7,1998-01-16,1998-02-13,1998-01-21,1,411.88,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,0
10837,BERGS,9,1998-01-16,1998-02-13,1998-01-23,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,2
10838,LINOD,3,1998-01-19,1998-02-16,1998-01-23,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,4
10839,TRADH,3,1998-01-19,1998-02-16,1998-01-22,3,35.43,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil',1081,1
10840,LINOD,4,1998-01-19,1998-03-02,1998-02-16,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,1
10841,SUPRD,5,1998-01-20,1998-02-17,1998-01-29,2,424.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,1
10842,TORTU,1,1998-01-20,1998-02-17,1998-01-29,3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,"05033",Mexico',1080,2
10843,VICTE,4,1998-01-21,1998-02-18,1998-01-26,2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,3
10844,PICCO,8,1998-01-21,1998-02-18,1998-01-26,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,1
10845,QUICK,8,1998-01-21,1998-02-04,1998-01-30,1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,1
10846,SUPRD,2,1998-01-22,1998-03-05,1998-01-23,3,56.46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,1
10847,SAVEA,4,1998-01-22,1998-02-05,1998-02-10,3,487.57,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,3
10848,CONSH,7,1998-01-23,1998-02-20,1998-01-29,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK',1016,4
10849,KOENE,9,1998-01-23,1998-02-20,1998-01-30,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,1
10850,VICTE,1,1998-01-23,1998-03-06,1998-01-30,1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,2
10851,RICAR,5,1998-01-26,1998-02-23,1998-02-02,1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,3
10852,RATTC,8,1998-01-26,1998-02-09,1998-01-30,1,174.05,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,2
10853,BLAUS,9,1998-01-27,1998-02-24,1998-02-03,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,"68306",Germany',1006,2
10854,ERNSH,3,1998-01-27,1998-02-24,1998-02-05,2,100.22,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10855,OLDWO,3,1998-01-27,1998-02-24,1998-02-04,1,170.97,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,3
10856,ANTON,3,1998-01-28,1998-02-25,1998-02-10,2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,2
10857,BERGS,8,1998-01-28,1998-02-25,1998-02-06,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,1
10858,LACOR,2,1998-01-29,1998-02-26,1998-02-03,1,52.51,La corne d''abondance,"67, avenue de l'Europe",Versailles,,"78000",fr,1040,2
10859,FRANK,1,1998-01-29,1998-02-26,1998-02-02,2,76.1,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,0
10860,FRANR,3,1998-01-29,1998-02-26,1998-02-04,3,19.26,France restauration,"54, rue Royale",Nantes,,"44000",fr,1026,1
10862,LEHMS,8,1998-01-30,1998-03-13,1998-02-02,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,3
10863,HILAA,4,1998-02-02,1998-03-02,1998-02-17,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,1
10865,QUICK,2,1998-02-02,1998-02-16,1998-02-12,1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,3
10866,BERGS,5,1998-02-03,1998-03-03,1998-02-12,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,0
